Kitap Adı,Kitabın kategorisi,Kitap Yazarı,Yayınevi,100 Üzerinden Aldığı Puan,Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okuyorum olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Yayın Tarihi,Dil,Sayfa Sayısı,Cilt Tipi,Boyut,Kağıt Cinsi,Toplam Satılma Sayısı,Toplam Yorum Sayısı,Puan_Degeri,Oy_Sayisi,Liste_Fiyati_Numeric,Yayin_Yili,Sayfa_Sayisi_Numeric,Ana_Kategori,Dil_Encoded,Cilt Tipi_Encoded,Kağıt Cinsi_Encoded,Ana_Kategori_Grouped,Ana_Kategori_Bilim & Mühendislik,Ana_Kategori_Diger,Ana_Kategori_Diğer,Ana_Kategori_Edebiyat,Ana_Kategori_Felsefe-Düşünce,Ana_Kategori_Kişisel Gelişim,Ana_Kategori_Siyaset,Ana_Kategori_Sosyoloji,Ana_Kategori_Tarih,Ana_Kategori_Çocuk Kitapları,Ana_Kategori_İslam,Liste_Fiyati_Numeric_Normalized,Sayfa_Sayisi_Numeric_Normalized,Favorilere Ekleyen Kişi Sayısı_Normalized,Okuyacağım olarak işaretlenmiş sayısı_Normalized,Okuyorum olarak işaretlenmiş sayısı_Normalized,Okudum olarak işaretlenmiş sayısı_Normalized,Toplam Yorum Sayısı_Normalized,Puan_Degeri_Normalized,Oy_Sayisi_Normalized,Toplam Satılma Sayısı_Normalized
Oscar Pill Serisi Takım Set (2 Kitap),Kitap > Edebiyat > Roman (Çeviri),Eli Anderson,PEGASUS YAYINLARI,5 / 5 (1 oy),61.0,4.0,0,1.0,"590,00",02.03.1970,TÜRKÇE,1184,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,36.0,1.0,5.0,1.0,491.25,1970.0,612.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.21070811744386872,0.007272727272727273,0.0,0.001049317943336831,0.002631578947368421,1.0,0.0,0.07268951194184839
Nıetzche'de Kültür ve Hakikat,Kitap > Felsefe-Düşünce > Diğer,Fikret  Demirci,URZENİ,,16.0,0.0,0,0.0,"170,00",05.10.2023,TÜRKÇE,125,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,19.0,0.0,5.0,5.5,170.0,2023.0,125.0,Felsefe-Düşünce,0,1,3,Felsefe-Düşünce,0,0,0,0,1,0,0,0,0,0,0,0.27195467422096314,0.1717687074829932,0.055267702936096716,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.037383177570093455
Ye Dua Et EvlenBir Aşk Hikayesi,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Elizabeth Gilbert,PEGASUS YAYINLARI,4 / 5 (19 oy),289.5,7.0,1,29.0,"299,00",01.10.2010,TÜRKÇE,344,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,319.0,25.0,4.0,19.0,299.0,2010.0,344.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.5442176870748299,1.0,0.012727272727272728,0.001937984496124031,0.030430220356768102,0.06578947368421052,0.75,0.001981942303457388,0.660436137071651
Sufi’nin Yolu,Kitap > İslam > Tasavvuf,İdris Şah,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (3 oy),26.0,6.0,0,0.0,"300,00",05.07.2022,TÜRKÇE,328,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,46.0,2.0,5.0,3.0,300.0,2022.0,328.0,İslam,0,1,3,İslam,0,0,0,0,0,0,0,0,0,0,1,0.5665722379603398,0.5170068027210883,0.08981001727115716,0.01090909090909091,0.0,0.0,0.005263157894736842,1.0,0.00022021581149526536,0.09345794392523364
On Dakika,Kitap > Edebiyat > Roman (Çeviri),Chiara Gamberale,PEGASUS YAYINLARI,4 / 5 (169 oy),289.5,136.0,7,178.0,"249,00",22.02.2017,TÜRKÇE,232,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,482.5,93.0,4.0,169.0,249.0,2017.0,232.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.4509915014164305,0.35374149659863946,1.0,0.24727272727272728,0.013565891472868217,0.18677859391395593,0.24473684210526314,0.75,0.01849812816560229,0.9999999999999999
Althusser ve Yeni Marksist Toplumsal Kuram,Kitap > Felsefe-Düşünce > Diğer,Robert P. Resch,URZENİ,,30.0,1.0,0,0.0,"600,00",03.03.2023,TÜRKÇE,619,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,37.0,0.0,5.0,5.5,491.25,2023.0,612.0,Felsefe-Düşünce,0,1,3,Felsefe-Düşünce,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.10362694300518134,0.0018181818181818182,0.0,0.0,0.0,1.0,0.000495485575864347,0.07476635514018692
Aylak Sınıfın Kuramı,Kitap > Sosyoloji > Araştırma-İnceleme,Thorstein Veblen,URZENİ,5 / 5 (9 oy),237.0,12.0,1,5.0,"300,00",07.02.2022,TÜRKÇE,278,Karton Kapak,14 x 22 cm,Kitap Kağıdı,257.0,2.0,5.0,9.0,300.0,2022.0,278.0,Sosyoloji,0,1,3,Sosyoloji,0,0,0,0,0,0,0,1,0,0,0,0.5665722379603398,0.43197278911564624,0.8186528497409326,0.02181818181818182,0.001937984496124031,0.005246589716684156,0.005263157894736842,1.0,0.0008808632459810614,0.5316718587746625
Tapu ve Anahtar,Kitap > Edebiyat > Hikaye (Yerli),Bekir Hamurcu,ARİON YAYINLARI,,3.0,0.0,0,1.0,"360,00",09.08.2025,TÜRKÇE,272,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,204.0,0.0,5.0,5.5,360.0,2025.0,272.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.7025495750708215,0.42176870748299317,0.010362694300518133,0.0,0.0,0.001049317943336831,0.0,1.0,0.000495485575864347,0.4215991692627207
Sırasına Göre Keyfim Gayfe Öte’a’nazi,Kitap > Edebiyat > Şiir (Yerli),Neslihan Yalman,EPONA KİTAP,,6.0,0.0,1,1.0,"178,00",11.02.2022,TÜRKÇE,80,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,172.0,0.0,5.0,5.5,178.0,2022.0,80.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.29008498583569403,0.09523809523809523,0.020725388601036267,0.0,0.001937984496124031,0.001049317943336831,0.0,1.0,0.000495485575864347,0.35514018691588783
Olağanüstü Anlar İçin Ev Yapımı Mucizeler,Kitap > Kişisel Gelişim,Bircan Yıldırım,DESTEK YAYIN GRUBU-KAMPANYA,,98.0,6.0,0,1.0,"200,00",17.05.2023,TÜRKÇE,176,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,129.0,0.0,5.0,5.5,200.0,2023.0,176.0,Kişisel Gelişim,0,1,3,Kişisel Gelişim,0,0,0,0,0,1,0,0,0,0,0,0.3399433427762039,0.2585034013605442,0.3385146804835924,0.01090909090909091,0.0,0.001049317943336831,0.0,1.0,0.000495485575864347,0.26583592938733125
Mustafa Kemal'le Sohbet,Kitap > Siyaset > Araştırma-İnceleme,Cemal Duruk,SARMAL KİTABEVİ,,11.0,0.0,0,1.0,"240,00",06.11.2020,TÜRKÇE,188,Karton Kapak,13 x 20 cm,Kitap Kağıdı,13.0,0.0,5.0,5.5,240.0,2020.0,188.0,Siyaset,0,1,3,Siyaset,0,0,0,0,0,0,1,0,0,0,0,0.4305949008498583,0.2789115646258503,0.037996545768566495,0.0,0.0,0.001049317943336831,0.0,1.0,0.000495485575864347,0.024922118380062305
İlk Acı,Kitap > Edebiyat > Diğer,Melissa P.,DESTEK YAYIN GRUBU-KAMPANYA,,24.0,0.0,0,0.0,"180,00",09.12.2020,TÜRKÇE,192,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,6.0,0.0,5.0,5.5,180.0,2020.0,192.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.29461756373937675,0.2857142857142857,0.08290155440414507,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.010384215991692626
Vatan Sevdalısı Atatürk,Kitap > Tarih > Araştırma-İnceleme,Mehmet Işık,YEDİVEREN YAYIN GRUBU - KAMPANYA,,26.0,0.0,0,0.0,"224,00",19.11.2020,TÜRKÇE,304,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,8.0,0.0,5.0,5.5,224.0,2020.0,304.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,0.3943342776203965,0.4761904761904762,0.08981001727115716,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.014537902388369679
Ne Yapmalı,Kitap > Siyaset > Aktüel Siyaset,Metin Aydoğan,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (7 oy),122.0,3.0,1,4.0,"350,00",01.01.2011,TÜRKÇE,232,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,144.0,8.0,5.0,7.0,350.0,2011.0,232.0,Siyaset,0,1,3,Siyaset,0,0,0,0,0,0,1,0,0,0,0,0.6798866855524078,0.35374149659863946,0.42141623488773744,0.005454545454545455,0.001937984496124031,0.004197271773347324,0.021052631578947368,1.0,0.0006606474344857962,0.29698857736240913
II. Meşrutiyet ve Milli Mücadele Yıllarında Kürt-Ermeni İlişkileri,Kitap > Tarih,Bayram Ayna,URZENİ,4 / 5 (3 oy),59.0,5.0,1,3.0,"320,00",20.02.2021,TÜRKÇE,425,Karton Kapak,13 x 20 cm,Kitap Kağıdı,59.0,3.0,4.0,3.0,320.0,2021.0,425.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,0.6118980169971671,0.6819727891156462,0.20379965457685664,0.00909090909090909,0.001937984496124031,0.0031479538300104933,0.007894736842105263,0.75,0.00022021581149526536,0.12045690550363447
21.Yüzyılda Planlama,Kitap > Ekonomi > Araştırma-İnceleme,,NİKA YAYINEVİ,5 / 5 (6 oy),30.0,7.0,0,6.0,"250,00",14.12.2013,TÜRKÇE,384,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,152.0,3.0,5.0,6.0,250.0,2013.0,384.0,Ekonomi,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.45325779036827196,0.6122448979591836,0.10362694300518134,0.012727272727272728,0.0,0.0062959076600209865,0.007894736842105263,1.0,0.0005505395287381633,0.31360332294911736
Masumların Katli,Kitap > Edebiyat > Roman (Yerli),Çağlayan Babacan,MOTTO,5 / 5 (10 oy),23.0,4.0,0,5.0,"467,00",07.07.2020,TÜRKÇE,492,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,99.0,8.0,5.0,10.0,467.0,2020.0,492.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.9450424929178469,0.7959183673469387,0.07944732297063903,0.007272727272727273,0.0,0.005246589716684156,0.021052631578947368,1.0,0.000990971151728694,0.20353063343717548
Toplumsal Siyaset,Kitap > Siyaset > Siyaset Bilimi,Ayşegül Yaraman,SARMAL KİTABEVİ,5 / 5 (1 oy),13.0,0.0,0,1.0,"300,00",20.03.2024,TÜRKÇE,290,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,30.0,0.0,5.0,1.0,300.0,2024.0,290.0,Siyaset,0,1,3,Siyaset,0,0,0,0,0,0,1,0,0,0,0,0.5665722379603398,0.4523809523809524,0.04490500863557858,0.0,0.0,0.001049317943336831,0.0,1.0,0.0,0.060228452751817235
Ülkem ve Ben,Kitap > Siyaset > Hatıralar > Kitap > Siyaset > Bölgeler-Ülkeler,Esedullah Oğuz,TRUVA YAYINLARI,4 / 5 (13 oy),204.0,17.0,1,21.0,"275,00",20.06.2022,TÜRKÇE,328,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,381.0,6.0,4.0,13.0,275.0,2022.0,328.0,Siyaset,0,1,3,Siyaset,0,0,0,0,0,0,1,0,0,0,0,0.509915014164306,0.5170068027210883,0.7046632124352331,0.03090909090909091,0.001937984496124031,0.022035676810073453,0.015789473684210527,0.75,0.0013212948689715921,0.7892004153686396
Mutfak,Kitap > Sinema-Tiyatro > Oyun (Yerli),Murathan Mungan,METİS YAYINLARI,4 / 5 (16 oy),161.0,8.0,1,12.0,"196,00",06.12.2021,TÜRKÇE,160,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,139.0,7.0,4.0,16.0,196.0,2021.0,160.0,Sinema-Tiyatro,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.3308781869688385,0.2312925170068027,0.5561312607944732,0.014545454545454545,0.001937984496124031,0.012591815320041973,0.018421052631578946,0.75,0.0016516185862144902,0.28660436137071654
Günaydın Deme Sanatı,Kitap > Kişisel Gelişim,Akgün Akova,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),37.0,1.0,0,1.0,"280,00",30.07.2021,TÜRKÇE,232,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,11.0,1.0,5.0,1.0,280.0,2021.0,232.0,Kişisel Gelişim,0,1,3,Kişisel Gelişim,0,0,0,0,0,1,0,0,0,0,0,0.5212464589235127,0.35374149659863946,0.12780656303972365,0.0018181818181818182,0.0,0.001049317943336831,0.002631578947368421,1.0,0.0,0.020768431983385256
Dört Dilli Zaza Eremedi PivazaMisto'nun Hikayesi,Kitap > Edebiyat > Roman (Yerli),Hasan Sönmez,SARMAL KİTABEVİ,5 / 5 (1 oy),10.0,0.0,0,2.0,"250,00",01.11.2022,TÜRKÇE,265,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,32.0,0.0,5.0,1.0,250.0,2022.0,265.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.45325779036827196,0.4098639455782313,0.03454231433506045,0.0,0.0,0.002098635886673662,0.0,1.0,0.0,0.06438213914849429
Sporun DNA Kodları,Kitap > Sağlık-Tıp > Diğer,Gökhan Yılmaz,SİYAH KUĞU KAMPANYA,4 / 5 (5 oy),50.0,7.0,0,2.0,"100,00",03.03.2019,TÜRKÇE,152,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,113.0,2.0,4.0,5.0,100.0,2019.0,152.0,Sağlık-Tıp,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.11331444759206798,0.217687074829932,0.17271157167530224,0.012727272727272728,0.0,0.002098635886673662,0.005263157894736842,0.75,0.00044043162299053066,0.23260643821391483
Uzun YolSeferberlik Anıları,Kitap > Edebiyat > Anı (Hatırat),İsmail Metin,URZENİ,,4.0,0.0,0,1.0,"450,00",24.08.2023,TÜRKÇE,462,Karton Kapak,14 x 22 cm,Kitap Kağıdı,8.0,0.0,5.0,5.5,450.0,2023.0,462.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.9065155807365439,0.7448979591836734,0.013816925734024179,0.0,0.0,0.001049317943336831,0.0,1.0,0.000495485575864347,0.014537902388369679
Hüznün Gölgesinde Aşk,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Susan Mallery,PEGASUS YAYINLARI,5 / 5 (31 oy),202.0,9.0,0,39.0,"299,00",31.10.2013,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,228.0,12.0,5.0,31.0,299.0,2013.0,336.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.5306122448979591,0.697754749568221,0.016363636363636365,0.0,0.040923399790136414,0.031578947368421054,1.0,0.0033032371724289805,0.4714434060228453
Olumlu Düşünce El Kitabı,Kitap > Kişisel Gelişim,Dr. Şahika Erer,URZENİ,5 / 5 (1 oy),36.0,1.0,0,1.0,"200,00",29.06.2021,TÜRKÇE,132,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,63.0,1.0,5.0,1.0,200.0,2021.0,132.0,Kişisel Gelişim,0,1,3,Kişisel Gelişim,0,0,0,0,0,1,0,0,0,0,0,0.3399433427762039,0.1836734693877551,0.12435233160621761,0.0018181818181818182,0.0,0.001049317943336831,0.002631578947368421,1.0,0.0,0.12876427829698855
Rüya Depremi / Rüya Avcısı 2. Kitap,Kitap > Diğer > Gençlik Kitapları > Edebiyat > Kitap > Orijinal Dil > İngilizce,Elizabeth Knox,PEGASUS YAYINLARI,5 / 5 (1 oy),58.0,3.0,0,4.0,"299,00",21.08.2014,TÜRKÇE,448,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,3.0,1.0,5.0,1.0,299.0,2014.0,448.0,Diğer,0,1,3,Diğer,0,0,1,0,0,0,0,0,0,0,0,0.5643059490084985,0.7210884353741496,0.2003454231433506,0.005454545454545455,0.0,0.004197271773347324,0.002631578947368421,1.0,0.0,0.004153686396677051
Tutsak Yüreğim,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Susan Wiggs,PEGASUS YAYINLARI,4 / 5 (22 oy),289.5,9.0,0,30.0,"299,00",16.08.2011,TÜRKÇE,424,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,295.0,19.0,4.0,22.0,299.0,2011.0,424.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.6802721088435374,1.0,0.016363636363636365,0.0,0.031479538300104935,0.049999999999999996,0.75,0.0023122660207002864,0.6105919003115264
Erich Fromm’un Önemi,Kitap > Psikoloji > İnceleme,Rainer Funk,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (3 oy),91.0,4.0,0,4.0,"200,00",02.01.2024,TÜRKÇE,104,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,59.0,1.0,5.0,3.0,200.0,2024.0,104.0,Psikoloji,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.3399433427762039,0.1360544217687075,0.3143350604490501,0.007272727272727273,0.0,0.004197271773347324,0.002631578947368421,1.0,0.00022021581149526536,0.12045690550363447
Tüm Yönleriyle Burçlar,Kitap > Diğer > Astroloji,Nil Peri Gökçe,SİS YAYINCILIK,5 / 5 (3 oy),31.0,2.0,1,4.0,"300,00",07.07.2025,TÜRKÇE,318,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,42.0,3.0,5.0,3.0,300.0,2025.0,318.0,Diğer,0,1,3,Diğer,0,0,1,0,0,0,0,0,0,0,0,0.5665722379603398,0.49999999999999994,0.1070811744386874,0.0036363636363636364,0.001937984496124031,0.004197271773347324,0.007894736842105263,1.0,0.00022021581149526536,0.08515057113187954
Bir Aşk Sayfası,Kitap > Edebiyat > Roman (Çeviri),Emile Zola,İSKELE YAYINCILIK,4 / 5 (41 oy),289.5,38.0,7,57.0,"155,00",31.07.2005,TÜRKÇE,318,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,482.5,27.0,4.0,41.0,155.0,2005.0,318.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.23796033994334276,0.49999999999999994,1.0,0.06909090909090909,0.013565891472868217,0.05981112277019937,0.07105263157894737,0.75,0.004404316229905307,0.9999999999999999
Müşfikti Gece,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,F. Scott Fitzgerald,BİLGE KÜLTÜR SANAT,4 / 5 (26 oy),289.5,29.0,2,16.0,"320,00",05.04.2010,TÜRKÇE,352,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,351.0,11.0,4.0,26.0,320.0,2010.0,352.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.6118980169971671,0.5578231292517006,1.0,0.05272727272727273,0.003875968992248062,0.016789087093389297,0.02894736842105263,0.75,0.002752697643690817,0.7268951194184838
Büyük Aptallıklar KitabıTarihe Geçmiş En Büyük Fiyaskolar,Kitap > Kültür > Popüler Kültür,Ken Lytle,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (10 oy),193.0,4.0,0,3.0,"300,00",01.02.2012,TÜRKÇE,240,Karton Kapak,11.5 x 21 cm,Kitap Kağıdı,104.0,5.0,4.0,10.0,300.0,2012.0,240.0,Kültür,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.5665722379603398,0.3673469387755102,0.6666666666666666,0.007272727272727273,0.0,0.0031479538300104933,0.013157894736842105,0.75,0.000990971151728694,0.2139148494288681
Kırk Hikaye Bir Efsane Anadolu,Kitap > Kültür > Genel,40'lar Kulübü,40'LAR KULÜBÜ,5 / 5 (3 oy),25.0,2.0,0,3.0,"149,00",27.10.2015,TÜRKÇE,191,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,28.0,2.0,5.0,3.0,149.0,2015.0,191.0,Kültür,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.2243626062322946,0.28401360544217685,0.08635578583765112,0.0036363636363636364,0.0,0.0031479538300104933,0.005263157894736842,1.0,0.00022021581149526536,0.056074766355140186
Deprem ve Toplumsal Hayat,Kitap > Sosyoloji > Araştırma-İnceleme,Dolunay Şenol,NET KİTAPLIK YAYINCILIK,,13.0,0.0,0,0.0,"750,00",05.06.2023,TÜRKÇE,496,Karton Kapak,13 x 20 cm,Kitap Kağıdı,16.0,0.0,5.0,5.5,491.25,2023.0,496.0,Sosyoloji,0,1,3,Sosyoloji,0,0,0,0,0,0,0,1,0,0,0,1.0,0.802721088435374,0.04490500863557858,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.03115264797507788
Bugünün Diliyle Mevlana,Kitap > Edebiyat > İnceleme > Kitap > Edebiyat > Doğu Klasikleri,,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (8 oy),76.0,3.0,0,3.0,"200,00",01.10.2010,TÜRKÇE,160,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,92.0,5.0,4.0,8.0,200.0,2010.0,160.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.3399433427762039,0.2312925170068027,0.2625215889464594,0.005454545454545455,0.0,0.0031479538300104933,0.013157894736842105,0.75,0.0007707553402334288,0.1889927310488058
Bilgi Burjuvazisi / Bilginin Ekonomi Politiği Üzerine Bir Deneme,Kitap > Sosyoloji > Araştırma-İnceleme,Ali Necip Kartal Gülbahar,NİKA YAYINEVİ,4 / 5 (12 oy),32.0,8.0,4,3.0,"200,00",01.09.2018,TÜRKÇE,168,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,108.0,3.0,4.0,12.0,200.0,2018.0,168.0,Sosyoloji,0,1,3,Sosyoloji,0,0,0,0,0,0,0,1,0,0,0,0.3399433427762039,0.24489795918367346,0.11053540587219343,0.014545454545454545,0.007751937984496124,0.0031479538300104933,0.007894736842105263,0.75,0.0012111869632239595,0.2222222222222222
Mezarın Ötesindeki Eller,Kitap > Edebiyat > Polisiye,Henry Treat Sperry,KUMRAN YAYINLARI,,9.0,2.0,0,0.0,"290,00",26.08.2024,TÜRKÇE,240,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,5.0,0.0,5.0,5.5,290.0,2024.0,240.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5439093484419263,0.3673469387755102,0.031088082901554404,0.0036363636363636364,0.0,0.0,0.0,1.0,0.000495485575864347,0.008307372793354102
Akademik Bakışla Beşiktaş Jk,Kitap > Spor > Futbol,,URZENİ,,40.0,2.0,0,0.0,"200,00",19.12.2023,TÜRKÇE,228,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,90.0,0.0,5.0,5.5,200.0,2023.0,228.0,Spor,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.3399433427762039,0.3469387755102041,0.1381692573402418,0.0036363636363636364,0.0,0.0,0.0,1.0,0.000495485575864347,0.18483904465212875
Batı Anadolu’da Ermeniler19. Yüzyıl Seyyahlarının Gözünden,Kitap > Tarih > Siyasal Tarih,Cengiz  Ergün,LEJAND,5 / 5 (3 oy),57.0,3.0,0,1.0,"215,00",19.08.2021,TÜRKÇE,224,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,131.0,1.0,5.0,3.0,215.0,2021.0,224.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,0.3739376770538243,0.3401360544217687,0.19689119170984454,0.005454545454545455,0.0,0.001049317943336831,0.002631578947368421,1.0,0.00022021581149526536,0.2699896157840083
Köpek Bisiklet Çalmamalı / Jeremy James'in Maceraları 8,"Kitap > Çocuk Kitapları > 6-12 Yaş > Hikaye, Roman & Masal > Kitap > Orijinal Dil > İngilizce",David Henry Wilson,İLETİŞİM YAYINLARI KAMPANYA,5 / 5 (7 oy),51.0,4.0,1,7.0,"80,00",25.04.2007,TÜRKÇE,107,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,280.0,3.0,5.0,7.0,80.0,2007.0,107.0,Çocuk Kitapları,0,1,3,Çocuk Kitapları,0,0,0,0,0,0,0,0,0,1,0,0.06798866855524079,0.141156462585034,0.17616580310880828,0.007272727272727273,0.001937984496124031,0.007345225603357817,0.007894736842105263,1.0,0.0006606474344857962,0.5794392523364486
Küçük Mucit Muço Yaşasın Cumhuriyet 100 Yaşında!,Kitap > Çocuk Kitapları > Diğer,Pelin Gezeryel,LOTİ KİTAP,,3.0,1.0,0,0.0,"118,00",24.04.2024,TÜRKÇE,96,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,482.5,0.0,5.0,5.5,118.0,2024.0,96.0,Çocuk Kitapları,0,1,3,Çocuk Kitapları,0,0,0,0,0,0,0,0,0,1,0,0.15410764872521243,0.12244897959183673,0.010362694300518133,0.0018181818181818182,0.0,0.0,0.0,1.0,0.000495485575864347,0.9999999999999999
Ve Şarkılar Mazide Kalır,Kitap > Edebiyat > Roman (Yerli),M. Dilek Kızmaz,FİHRİST KİTAP,4 / 5 (2 oy),20.0,2.0,0,1.0,"474,50",13.02.2023,TÜRKÇE,362,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,48.0,1.0,4.0,2.0,474.5,2023.0,362.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.9620396600566572,0.5748299319727891,0.0690846286701209,0.0036363636363636364,0.0,0.001049317943336831,0.002631578947368421,0.75,0.00011010790574763268,0.0976116303219107
İçsavaş,Kitap > Tarih > Dünya > Kitap > Tarih > Çağlar-Dönemler,Gaius Julius Caesar,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (20 oy),280.0,18.0,2,16.0,"200,00",05.09.2016,TÜRKÇE,192,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,226.0,7.0,4.0,20.0,200.0,2016.0,192.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,0.3399433427762039,0.2857142857142857,0.9671848013816925,0.03272727272727273,0.003875968992248062,0.016789087093389297,0.018421052631578946,0.75,0.0020920502092050207,0.4672897196261682
"Nuri PakdilHayatı, Edebiyatı ve Eylemiyle",Kitap > Edebiyat > İnceleme,Murat Turna,LEJAND,5 / 5 (3 oy),85.0,3.0,1,3.0,"550,00",25.02.2021,TÜRKÇE,670,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,137.0,1.0,5.0,3.0,491.25,2021.0,612.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.2936096718480138,0.005454545454545455,0.001937984496124031,0.0031479538300104933,0.002631578947368421,1.0,0.00022021581149526536,0.2824506749740395
